transaction_id,dacd te,customer_id,amount,type,description,Usia,Jenis_Kelamin,Pendapatan_Bulanan,Saldo_Rekening,Riwayat_Pinjaman,Frekuensi_Transaksi,Jenis_Transaksi_Favorit,Minat_Investasi,Produk_Direkomendasikan
60323,2020-07-23,106,8863.58,credit,Professional send sea guy major new maintain.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
60383,2021-08-20,106,5429.12,transfer,New music road staff manager feel.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
60503,2018-08-10,101,9278.51,transfer,Hear although then administration lawyer moment its.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
60913,2021-02-24,102,1387.72,credit,As media level modern amount consumer month.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
60968,2020-01-07,109,3170.85,debit,Remain hot agency image guy organization.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
61074,2022-12-14,102,8019.44,credit,While set television factor economy leg.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
61125,2019-03-08,103,5738.95,credit,Loss how something account stand.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
61195,2019-08-28,102,7679.34,debit,Two develop call herself drive service analysis.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
61370,2019-07-31,107,5973.35,transfer,Decade everyone coach off your under.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
61495,2019-03-01,107,3460.98,debit,Always house ground bar college once.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
61656,2020-07-02,105,8151.72,credit,Visit through young his system.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
61733,2019-11-28,104,8204.9,transfer,Fire miss likely blue likely power effort.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
61815,2019-01-12,106,8884.26,debit,Really one protect statement.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
62178,2021-10-20,108,4040.56,debit,Ability nature stand task.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
62190,2021-05-17,106,6498.02,transfer,Hair action these happen which.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
62276,2020-02-05,102,8423.23,debit,Door certain order focus fund.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
62292,2018-10-04,102,7076.48,debit,Administration quite central.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
62615,2022-10-30,110,7408.45,transfer,Term me same this shoulder wonder issue.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
62628,2022-04-30,107,5787.28,transfer,Anyone magazine house from.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
62959,2021-10-06,110,7794.48,transfer,Carry international successful play TV.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
62978,2020-10-18,101,8551.52,credit,Expect mouth general low.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
63222,2019-09-13,104,9046.18,credit,Child doctor avoid station girl.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
63236,2019-02-03,107,751.24,transfer,Of form human may model accept.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
63355,2020-03-26,104,3590.73,debit,Upon source issue ok leave in forget.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
63401,2022-05-10,108,4164.51,debit,Oil guy call many current page.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
63914,2021-11-14,110,4371.75,credit,Friend wall soldier run morning vote.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
64023,2019-03-30,109,4113.33,debit,Congress trade book and material kind.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
64027,2020-11-22,110,4923.96,credit,Maybe million wrong just.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
64050,2022-08-14,103,931.18,credit,Investment everyone reality soon.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
64084,2020-02-20,102,1428.95,transfer,These upon meeting Democrat scene mention part most.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
64116,2019-12-08,104,6120.84,transfer,Design reduce book accept field central than.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
64322,2022-01-24,101,8815.65,debit,Red throughout newspaper.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
64388,2019-06-27,110,6911.75,transfer,How perform involve pass.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
64430,2021-03-21,108,6750.97,credit,Enjoy let person assume conference.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
64594,2019-11-13,103,7577.99,transfer,Magazine such night middle far.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
64646,2021-12-15,107,7829.8,debit,Red company well.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
64889,2022-07-04,101,4684.29,debit,Phone level third read kind.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
65022,2021-04-20,107,7421.62,debit,National sell large can market write yard those.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
65167,2018-08-06,110,2276.98,transfer,Second thing music similar owner necessary.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
65174,2018-10-17,105,1846.14,credit,Trade town night end.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
65262,2020-04-02,110,9559.11,debit,Before official part but recently play.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
65305,2020-08-20,102,1926.82,transfer,Ready game include significant arrive.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
65331,2022-01-02,106,2698.63,debit,Item just glass performance none ahead table response.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
65506,2018-06-17,108,397.08,debit,See American great movement long standard prevent sister.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
65509,2018-04-12,110,6950.89,credit,International dream and person fish.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
65607,2021-11-02,102,975.49,debit,Few director skin once doctor painting.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
65628,2022-11-06,101,252.2,debit,Buy us cost drive traditional up wrong.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
65782,2022-08-22,108,3232.88,debit,Reality side leave force without.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
65846,2021-10-07,109,9585.19,transfer,Movie upon commercial act push section.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
65888,2021-07-29,101,5773.45,debit,Often health wife use whole figure visit.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
66153,2022-01-30,101,554.06,transfer,At grow for peace worry across moment.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
66163,2020-09-04,101,6327.32,debit,Popular crime order much behavior interest consider.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
66348,2022-08-16,106,5186.05,transfer,Person choose main many.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
66474,2022-08-01,110,710.59,credit,Industry team push nothing project say on.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
66492,2019-11-28,108,3494.55,debit,Far claim type development development task friend bank.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
66534,2020-11-23,104,9877.29,credit,Manage drug happen kitchen commercial.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
66597,2022-03-06,108,9529.94,credit,Seat table do fund.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
66623,2020-01-01,103,7196.69,transfer,Fight by would course security investment to.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
66907,2019-04-29,109,9904.64,credit,Reduce system so control race huge.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
66910,2022-10-02,103,9317.11,transfer,Man trial military beautiful lose plan.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
66918,2019-10-12,104,4100.81,debit,Teach campaign white myself establish who until.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
66924,2021-02-04,109,2990.02,credit,Pick dream central management son fly employee.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
66987,2022-06-17,104,287.56,transfer,With commercial water boy.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
67034,2018-09-06,105,8037.86,credit,Growth others ago ground around it state.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
67265,2018-12-20,106,1714.94,credit,Act although so them.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
67366,2022-06-22,104,5950.82,credit,Among agreement economic clearly.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
67371,2022-07-28,104,3440.1,debit,Ago clearly far air degree also term.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
67405,2020-05-14,103,9805.16,transfer,East each stage what issue.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
67407,2020-11-14,104,7243.73,credit,Foot since appear great.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
67473,2022-06-21,107,4862.54,debit,Thought beyond deal himself else.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
67518,2019-03-15,105,4947.36,debit,Behind table they.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
67634,2021-07-14,110,9469.96,credit,See big performance beyond large.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
67833,2019-11-23,103,9851.88,debit,Strong source little their data always rest.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
67886,2019-03-15,104,7052.28,transfer,Capital detail usually music loss.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
68010,2021-07-31,102,7119.43,debit,Over especially along design same base firm.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
68029,2018-05-07,109,3638.58,credit,Radio imagine production player son.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
68088,2018-09-24,108,3407.7,transfer,Sing she popular produce.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
68093,2022-05-11,109,7489.79,debit,Plan reduce Democrat growth how with.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
68203,2021-01-25,109,5163.4,debit,Create drive from sometimes debate TV paper.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
68214,2021-02-01,109,2825.1,credit,Coach six protect area.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
68293,2021-07-27,110,215.92,debit,Civil ten result decade.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
68407,2019-04-26,101,8941.67,credit,Doctor nation serious cold make common.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
68437,2022-09-26,102,3789.73,debit,A force husband.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
68444,2019-10-12,107,2070.81,credit,Tv he early.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
68496,2022-04-16,106,1337.53,credit,Office full worker store science item.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
68509,2020-04-12,106,2349.97,debit,Hand point lot why carry cup glass stuff.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
68581,2020-11-04,105,3701.64,debit,Investment sing democratic reach politics forget.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
68655,2019-10-01,103,7934.44,debit,Main let accept now.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
68664,2018-10-24,106,2909.11,credit,Hair remain key.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
68745,2019-01-15,105,4418.77,credit,He eye party.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
68753,2018-07-24,102,6977.78,transfer,Up good room last pressure take.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
69006,2018-06-30,107,1497.94,credit,Similar generation sea later community executive keep.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
69757,2022-12-13,107,3608.91,credit,Land course size respond court.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
70132,2018-08-25,104,9757.76,debit,Moment city believe east.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
70292,2018-06-24,109,19.73,debit,Thus table civil bag short.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
70403,2018-03-27,107,8259.63,credit,Believe ten give daughter here specific she.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
70508,2022-10-20,104,2227.6,credit,Phone hospital away act maybe.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
70536,2022-09-10,105,696.41,transfer,Feeling model marriage begin collection impact thousand.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
70582,2019-05-21,110,6344.37,transfer,Tend maintain big order possible.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
70643,2021-09-25,105,1978.1,debit,Enough body official word concern lawyer senior.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
70710,2022-03-01,106,4007.25,debit,Rich a because member both.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
70894,2020-01-11,109,5805.46,transfer,Detail race will blood my.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
70927,2022-04-30,105,6040.46,debit,Teacher line set better officer.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
71007,2021-02-18,103,2845.94,transfer,Sport article more firm.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
71079,2019-08-01,102,4849.55,transfer,My drive wide increase treatment own determine.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
71253,2021-09-13,106,4288.5,transfer,Have customer yet knowledge.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
71289,2019-03-18,101,2394.23,debit,Learn teach low hotel person best state western.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
71305,2019-01-31,108,136.11,transfer,Catch different training court plant director production.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
71386,2020-05-21,106,1524.78,debit,Focus dark around trial scientist.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
71463,2022-11-05,106,5141.32,transfer,Director report child family couple.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
71829,2021-02-27,104,8419.53,transfer,Each address room hit sometimes.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
71833,2020-03-31,102,3184.63,transfer,Reveal but seem relate stuff wall material from.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
71849,2022-10-28,110,6633.91,credit,Debate staff understand.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
71880,2021-08-08,103,539,credit,Goal clear really evidence quickly reflect.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
71957,2019-07-20,105,9436.37,credit,Sing her mind.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
71974,2018-07-18,107,3120.04,credit,Southern detail development agent method.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
72035,2021-11-17,102,2460.29,debit,Choose network begin easy.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
72144,2023-01-07,102,5828.13,debit,Present week magazine debate.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
72373,2023-02-13,106,7678.4,credit,Technology might military any near record.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
72614,2021-11-26,104,7564.14,debit,International report positive outside girl live include in.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
72745,2020-07-01,107,3243.38,transfer,Nor research lot billion they tend reveal inside.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
72829,2019-07-30,107,3067.48,credit,Think court speech late trouble entire.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
72866,2021-09-26,104,896.98,transfer,Face fast difference head field food.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
73119,2021-11-21,105,752.92,transfer,Grow last their west risk see great.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
73356,2021-04-23,103,859.63,debit,Least parent trade play term.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
73474,2018-08-06,110,8432.64,transfer,One picture hair back agency recently.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
73536,2019-10-15,103,6907.25,debit,Middle attorney similar each plant.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
73545,2019-06-07,104,9743.81,debit,Poor bill push home reality.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
73552,2018-10-08,102,3774.65,credit,Performance fly debate far military.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
73566,2020-01-27,101,4945.42,credit,Local want control center.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
73593,2021-05-14,102,9798.02,debit,Daughter generation enter.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
73596,2020-06-09,101,4744.75,transfer,What much sister step.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
73623,2022-01-13,110,9316.68,credit,Health especially know by every ball skill.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
73657,2019-12-26,102,7380.95,debit,Congress force although sign always whether.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
73776,2020-01-22,105,7562.63,debit,Child meet or effect.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
74001,2018-07-31,105,2926,transfer,Explain again save on within behind help.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
74092,2019-02-27,105,693.85,transfer,Nation including list window Mrs.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
74094,2021-10-07,109,2197.51,transfer,Glass trade strong movement.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
74314,2018-06-09,107,4289.16,credit,Thousand media turn perhaps not hit.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
74315,2022-08-10,106,1629.04,transfer,Stock raise effort feeling president.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
74360,2022-08-04,101,2130.03,debit,Republican house kid election perform federal according.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
74484,2019-08-03,110,8728.89,transfer,Understand remember attorney into.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
74499,2019-01-21,110,7909.19,credit,American six event draw brother as worker.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
74682,2020-07-29,109,7617.61,transfer,Five less respond kitchen various make political method.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
74685,2018-08-21,101,4790.21,transfer,Enter kind bag option bank finish.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
74718,2020-08-15,105,5462.31,debit,Sport place seat perform major force.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
74799,2022-03-13,108,8448.79,credit,Beyond process officer nearly religious.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
74818,2020-11-10,103,6538.73,credit,Send moment store stuff enter different.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
74830,2018-05-26,107,8933.27,credit,Conference bad car.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
74868,2019-01-17,108,7903.07,debit,You allow yard add.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
75133,2022-01-09,107,3224.43,debit,His goal could president house computer quality.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
75224,2020-12-02,105,751.77,debit,Evening particular writer.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
75254,2022-02-20,105,6651.98,debit,Management response describe affect us.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
75672,2022-01-08,109,1412.42,debit,Billion few have development.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
76253,2019-01-09,105,9245.04,credit,Cover become special billion.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
76277,2018-10-11,109,6406.91,transfer,Candidate now development hospital allow position you.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
76355,2019-02-13,107,2729.2,transfer,Create high onto some more former kitchen company.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
76701,2018-08-03,110,23.49,debit,Hospital spring political situation.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
76741,2018-05-04,105,8885.61,transfer,Relationship choice media specific senior create parent.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
76845,2019-12-30,110,4562.93,debit,Report throw born church he contain.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
76997,2019-06-14,107,6096.06,transfer,Never onto security.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
77003,2019-10-14,110,2818.45,credit,American term blue push worry.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
77082,2021-10-17,110,1952.2,debit,Use lay everything shoulder agree still condition.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
77117,2021-10-07,106,792.85,transfer,Eight visit center benefit matter science else fish.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
77214,2021-05-05,102,5564.75,transfer,Common account property on statement popular run hit.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
77225,2019-05-24,103,7380.7,credit,Wonder evidence turn challenge.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
77240,2018-08-09,103,9920.47,credit,His good near.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
77743,2022-06-15,104,9969.26,transfer,Face probably herself I face that.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
77797,2021-09-12,108,9554.76,credit,Activity significant much yes brother treatment score.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
77885,2021-02-25,103,9832.09,debit,Sing parent because able.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
77939,2018-04-09,109,3726.7,credit,Skin hair figure forget task doctor.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
78013,2019-02-22,108,5379.65,debit,Concern none his so tax especially leg.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
78024,2020-04-18,102,1213.97,transfer,Stop change here act can.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
78077,2018-08-16,104,6972.97,transfer,Raise address look relate bar cost effort.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
78223,2019-09-05,104,5549.59,debit,Dog various claim as themselves.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
78512,2019-06-16,107,4139.89,transfer,Never item human short administration.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
78756,2020-05-04,110,8283.95,transfer,Agreement table benefit traditional agent project.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
78770,2020-08-27,110,1997.89,debit,Part where scene television.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
78839,2020-12-18,102,7770.46,transfer,Administration writer stock happy explain yeah.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
79128,2019-08-16,103,3797.49,credit,Husband direction body two believe forward table so.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
79330,2022-12-21,102,8993.76,debit,Type concern seat truth relate discover cultural.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
79345,2018-04-27,105,6228,credit,Bad media century.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
79353,2018-04-25,104,9194.28,debit,Every safe over actually news various conference.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
79385,2019-06-15,110,5320.23,debit,Natural investment model analysis yard drug.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
79432,2020-05-14,101,4131.61,debit,Hand natural animal leg fund.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
79619,2021-09-06,102,3355.88,credit,Research arrive natural lot site key should.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
79966,2018-09-12,108,4949.98,credit,Upon drive professional again morning from figure reality.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
80022,2021-02-04,104,2962.06,transfer,Middle professor provide heart right hospital.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
80044,2019-11-20,107,685.37,credit,Window rule ground director subject serious allow.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
80137,2019-04-19,107,4535.46,transfer,Two project night thus drop.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
80141,2019-01-17,108,1692.37,credit,Trade me allow feeling.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
80311,2019-03-21,106,5535.09,credit,Single agent pick.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
80595,2022-05-27,103,2904.11,transfer,Really rate foot sometimes focus.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
80625,2018-05-21,102,8429.55,transfer,Authority environmental eye talk low across large prepare.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
80710,2020-02-21,107,3634.63,credit,Clearly support left.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
80772,2020-03-04,109,5725.28,credit,Raise again finish impact.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
80795,2018-09-30,104,4657.5,transfer,Turn important feeling would worker nature sometimes unit.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
80982,2022-02-16,104,862.24,debit,Budget sound none particular party chance western.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
81028,2020-09-10,102,5721.71,debit,Each both form do beautiful customer.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
81196,2020-06-07,103,1677.67,debit,Say how medical man huge event so represent.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
81448,2019-06-07,106,1643.86,credit,Stay large myself hand continue.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
81539,2020-08-07,103,8382.23,transfer,Conference trade bad popular wide alone early.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
81540,2022-10-24,105,3264.99,debit,Choose fund social movement side.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
